review,sentiment
you do not have to be brilliant to know that it is much easier to make a bad movie than a good one you also do not have to be a genius to see that sometimes bad movies are just more entertaining scientist and his wife are having a strange weekend what with aliens dropping in for dinner along with a half animal woman an evil scientist a rubber mutant from space and a very crabby skeleton the lost skeleton of cadavra is a sharp witted send up of all those wonderfully cheesy horror sci fi flicks of the 50 s this spoof has all the elements lame fx a silly plot corny dialog wooden acting heck it is even shot in black and white what really makes this movie great though is just how much unexpected humor erupts from all of this the actions of the aliens attempting to act human the laughably awful voice over for the lost skeleton and of course animala s antics yet at the same time the movie never goes over board with its jokes a great spoof all the way with plenty of finely tuned comedy and more catch phrases than you can imagine the lost skeleton of cadavra is a heart felt tribute to the films that are so bad they are good 1 2 out of,positive
i often get kidded for my choice of monster movies zombies of mora tora terrors of spider island queen of the zombies etc so i like schlock there is the nostalgia i feel when i see the movies i used to take seriously as an adolescent i used to think batman was a drama too i enjoy watching them today with like minded people we make fun of them and have a great time doing it but this movie contained none of the nostalgia that i was accustomed to mostly because it was made in 2001 not 1961 it also just plain did not work its like they tried to make a stupid movie they succeeded it was so stupid i could not watch it the other types of movies i mentioned worked because they were made as serious movies at least for kids and adults get a kick out of watching because of all the mistakes in them this piece of schlock is one scene of deliberate moronic humor after another for example the constant references to science and scientists are a way to get us to laugh at an intentional mistake sorry the repetition is exhausting after awhile anyway lost skeletons of cadavra could have been a good spoof on 1950 s monster movies but it was a huge disappointment,negative
a daring expedition constituted by professor challenger claude rains a scientific richard haydn an adventurer named rolston michael wilding a journalist david hedison an explorer fernando lamas the magnate s daughter jill st john among others journey to remote location where are roaming prehistoric dinosaurs and savage cannibal tribes still alive they confront against the nature s most fearsome predators that savagely stalking its prey it is an amusing old fashioned and dated adventure from arthur conan doyle sherlock holmes s author novel that follows the wake of journey of the center of the earth by henry levin previously filmed in fact the finale part into the cave is similarly realized including a cliff hungers scenes where the protagonists are dangling over a dangerous cliffs pursued by a cruel natives an ambitious production values and quite entertaining considering its age the jurassik creatures are made by transparency as a giant spider and a lizards increased by optics effects the story was impressive when first released but it looks pretty silly for standards nowadays dinosaurs delivers the goods with chills grisly screams when the beasts appear thus the climax film happens when the giant lizards running amok and are fighting among them the motion picture is regularly directed by irwin allen the catastrophe cinema s creator adventure poseidon towering inferno swarm this story was formerly adapted in a silent movie 1925 and with dinosaurs made by the great willis o brien king kong anothers remakes are filmed in 1993 by timothy bond with john rhys davies and of course the especial adaptation by steven spielberg the lost world jurassik park the flick will like to the juvenile public and and adventures movie fans but best enjoyed in big screen,positive
you would expect much more from an irwin allen film than 1960 s the lost world delivers this film is high on silly to obnoxious characters and corniness the first few scenes in the film are particularly loaded down by corniness as we are introduced to the characters there is eccentric professor challenger claude rains with his silly facial expressions and boisterous but stuffy personality there is lord john roxton michael rennie with his selfish and uncharming personality there is jennifer holmes jill st john who starts out by trying to show the men a woman can also be worthy to take along on an expedition but then becomes a useless timid character who shows no strengths at all the sexist remarks made by some male characters in the beginning become even more obnoxious because jennifer never comes through on showing strength courage or ideas to help her crew members the only strength she really proves is that she can pick out some elegant but inappropriate clothing to wear during the dangerous expedition jennifer has also brought along her silly little poodle named frosty and then there is costa jay novello a wimpy greedy seedy little man throw in fernando lamas as manual gomez the hired helicopter pilot who is also along for a side plot of personal revenge he plots his murder revenge and strums his guitar along the way the natives even let him keep his guitar when the group is captured not too many characters to really care for but there are a few to possibly like such as jennifer s brother david ray stricklyn david actually turns out to be more of a help then originally believed a captured native girl vitina marcus turns out to be one of the better characters in the picture but that is most likely because she has none of the corny lines and characteristics the expedition party s characters have there is also corny drama from a love triangle that forms along the way we all know claude rains phantom of the opera michael rennie the day the earth stood still and others can do fine acting jobs and the acting in this movie is fine it is just most of the characters are so corny at times it should be embarrassing to the stars of the picture the action in the film does not really build to any exciting levels as the crew is menaced by various creatures the dinosaurs are lizards and reptiles with fins and horns applied to their bodies and the giant spider is a rather lame effect especially since it just hangs there and only moves its legs a bit there is an unpleasant scene in which a real lizard fights a real reptile portraying dinosaurs that seems very politically incorrect by today s standards and should have been a no no even back in 1960 irwin allen and 20th century fox could have done much better than this and it is not nearly as good of a film as journey to the center of the earth also from 20th century fox still the lost world may entertain on a saturday afternoon matinee level and it is one of those movies collectors of horror and science fiction films will probably want to add to their 1950 s and 1960 s collections,positive
sherlock holmes is not a good movie by a long shot but in comparison to some of the other movies asylum has churned out it is not that bad either i do agree it does have its problems the film is low budget and some of it does show as some of the production values while not terrible are not great some of the editing could have been better while the film is dully lit and some of the sets locations and costumes are just okay if somewhat uninteresting the dinosaur and dragon are quite good though the film is too short and i think too rushed as well and while it was nice to listen to the soundtrack was forgettable soon after ben syder does do what he can with the iconic detective known as sherlock holmes but i could not help thinking in terms of mannerisms and appearance he was miscast however the direction was decent as was the script which had some nice touches without being entirely exceptional while it does have its holes and quite strange in its feel the story is an interesting one and entertaining enough if you do not think about it too much the villain is enjoyable and there are some good performances from gareth david as a more quiet and composed watson and dominic keating elizabeth arends is lovely and the climax was diverting and much better than i expected overall there is nothing outstanding on display and those who are looking for a faithful adaptation will be disappointed but it is mildly entertaining with some good things if you do not take it too seriously 5 10 bethany cox,positive
this is an astounding terrible movie which obviously had a pretty significant budget to be fair here are some good points effects filming and sets everything else was painful to watch without fast forwarding pointless dialog completely wrong casting for sherlock holmes plot with so many holes discontinuities and absurdities editing if this film was edited at all it would be about 30 min long it has many pointless scenes which add nothing to the story bizarre non sherlock holmes characters like a brother named thorpe who worked with lestrade definitely one of the worse movies i have ever seen and it is not even bad in a good way just tedious and dumb,negative
it is so bad it is almost funny but it is not the sad thing is that i really wanted to see a bad cheesy sci fi movie but it was too horrible to watch the loud eerie sound effects the ridiculous music the bad camera angles the incredible bad acting the green rubber alien who breaths like vader the horrendous dialogue the redneck father that wants to shoot his daughter because she threw a glass of water in his face just stay away from it i made the effort of writing enough of a comment so that it gets saved and protect potential viewers from this crap,negative
appearing like a stranger from a strange land the galaxy invader must have thrown people for a loop back in 85 at a time when slashers were all the rage the pg level thrills and cracked sci fi spills are about the last thing you could expect but lowbrow legend don dohler pulls it off and then some the key to it all is commitment there is a fair amount of overlap between cast and crew and many of both cast and crew cut their teeth on previous dohler pictures which he had been making for a while it all adds up to confidence to actors pinging off each other with dramatic result bold use of shaky effects competent framing poignant message this is a film where all the lunacy can not overpower the fact that these people were not screwing around there is effort here and it shines the plot wraps around an alien crash landing in redneck backwoods territory espied by a couple of mean spirited idiots joe montague and frank custor can you smell the sweat who elect to catch and sell it meanwhile a sky watching professor and his student are on the hunt for the being and joe s wife and daughter are just trying to get away safe from him the film wrong foots the viewer pretty early on man is the aggressor here man the wild beast the title is a misnomer the alien is not any kind of an invader and is actually kind of sympathetic also it has the look of a novelty store riff on the creature from the black lagoon at times it almost feels like a red herring in its own film such is the focus on the nefarious joe with a lesser actor this would not have worked at all but richard ruxton brings a tour de force to the table with a perpetual scowl plastered on his face and twitchy violently irate demeanour he blows gusts of derangement through his every moment of screen time a remarkable gonzoid villain don leifert is slightly lower key but nonetheless palpably loathsome as frank while various dohler relatives and local types bulk out the cast there are a few shootings cool shonky mini explosion effects and powerful spurts of tension this undoubtedly aided by driving synths from norman noplock sadly this is his only credit like i said up top this one is committed and so when it strikes it strikes hard things move at a smart clip and the short runtime feels like a breeze by the time the ending locks in it is a breathless ride and the ending itself is a terrific capper now i would not possibly recommend this to regular cinema fans but as a devotee of low budget science fiction lunacy i thought this a really great time if you are still reading this you might to check it out say i 7 10,positive
brandon lee stars as 007 styled spy or he is a mercenary because the damn song that kept playing called him a mercenary go figure who travels to south africa to rescue a scientist borgnine in an accent that must be heard to be believed from a bunch of goons who want borgnine to turn a diamond into a laser weapon this plot angle certifies the level of credibility we are dealing with brandon lee sure made a lot of bad movies in his day with the overrated rapid fire the mediocre though watchable showdown in little tokyo and of course this movie one can only conclude that the crow really was his best effort actually his hong kong produced movie legacy of rage is supposed to be pretty good i ordered it to review it anyway laser mission is easily the worst from brandon lee but that is not to say it is not entertaining it is in fact ultimately hilarious when laser mission starts we witness men put gas masks on while the credits role and the laser mission theme plays and we meet people at a party when the guy explains the caliber of quality of the diamond the crowd breaks out in hilarious whistling the directing apparently implies that this was filmed with a hand held camera the cheapest type and people are gassed all for a diamond which looks really fake brandon lee then arrives talks to ernest borgnine gets shot with a dart and then wakes up in prison he fights his way out and these action sequences are truly stilted worst of all is the acting from debi monahan the seinfeld chick who got killed right her high pitched squealing along with lee s overly smug presence seriously brandon lee was an appealing actor but not here make for the funniest moments brandon lee also dresses up as a cuban we see two cuban soldiers who are movie s would be comic relief make the same jokes over and over again the funniest part of the movie is the climax where we see brandon lee get shot at by the main bad guy but then run him over with the car however when he gets shot at he is standing outside the car the next shot is edited of the car charging towards him hilarious more unintentional hilarity ensues but hey this movie was only 2 99 and if you are a big time brandon lee fan or a fan of camp this is perfect cheese out of 4 bad,negative
michael gold brandon lee is a mercenary hired by the cia to find a german scientist ernest borgnine the scientist has developed a laser technology that everyone wants after their rendezvous on the beach both brandon and borgnine are captured this sets up the daring escape by brandon after which he volunteers to go back and find the professor this movie is classically bad it seems to take place in africa with soviet cuban and german soldiers involved debi monahan rounds up the cast as the professor s daughter she is thoroughly annoying in this role as her voice seems to increase in pitch as she gets louder and is also very whiny the only redeeming qualities of her character is her push up blue dress which seems to be the only thing she wears during the movie she does wear a white jump suit at the beginning and a bed sheet after the sex scene brandon lee is suppose to be the star of this movie however he comes off quite flat its not just the acting that is bad but also the action i have not seen so many drop kicks since star trek the original series he also tries to emulate his father by doing characterizations see chinese connection the slapping manuel sketch is a good indicator how bad his acting is it is funny though he also seems to pull off an arab beggar to complement brandon other than debi monahan we get mr borgnine whom we see actually sleeping during a scene a crazy soviet colonel who refuses to die a white big game hunter and a pair of bungling cuban soldiers a female sergeant and the beloved manuel nothing sums up this movie more completely than the theme song of the movie mercenary man which seems to be playing in either muzak form or the 80 s bad rock form and the dialog dialog such as brandon i did my job pay me and let me get the hell outta here cia suit kiss my ass brandon no this movie was definitely worth the 4 i spent on it rip brandon celluloid rehab,positive
this film is so bad that it is good my son joe and i have seldom laughed so often during a film even the best comedies from hollywood there are so many unintentionally hilarious scenes that one hardly knows where to begin let us start with lugosi somehow he does not look like your typical long island houseowner his european cape is strangely not in sync with the rest of the community the gravedigger scene is very funny as well how cheap are the people in this community with their loved one s graves a cheap wooden cross instead of a headstone that is pretty cheap but not as cheap as the sets in this film ed wood bless his soul does a masterful job of ruining every scene with horrendous props i love the curtains separating the pilots of an airliner from the passengers that we never see great security remind me not to travel on that airline but this is not the only place with curtains the pilot s home even though he lives outside with his wife has curtains outside the home i have never seen this decor before even the spaceship has curtains the people who made curtains as props for this film made a fortune i think that the price is right must have the director s favorite tv show what is behind curtain number two the cast had two major problems very few of them knew how to drive a car two of them put the cars in reverse before driving two others leave the lights after leaving the car another problem area for both the police and the aliens are their weapons they do not seem to work the aliens are forced to flee when their microwave oven catches fire this is perfectly understandable there is also a very fat man who wanders around looking for food and a scantily dressed woman who does not change her clothes for four days and can be smelled from over 100 yards away this film is not half baked it not even in the oven but it very funny to watch,positive
i am giving this rating to this mess because over time it has found the hearts of so many people how can one really hate the absolute diligence and undying spirit of ed wood this movie has everything silly aliens people rising from the grave vampires ridiculous flying saucers and without a doubt some of the worst acting that has ever been committed to celluloid and still we laugh and look forward to each scene because we know what is next we know that bela passed away and a guy who has no physical resemblance to him had to take over there is no real plot i believe that the worst list is for movies that have no heart something like godzilla vs freddy mercury i believe that there are and were directors who simply wrote for the third feature at drive in movies where the kids did not even watch if you have not seen this film have the fun of viewing it for the first time,positive
i actually enjoyed this movie despite the terrible reviews and the terrible user ratings its plot is fair it is effects are great even for now and the acting although certainly not brilliant is fair enough to work with the plot i would give it a 7 10,positive
this is one of those movies i loved as a thirteen year old i remember seeing it a few times it was a film naturally aimed at my age group in 1993 i wish people would remember that when writing up such serious reviews it is quite a fun story the special effects are probably a little naff thirty years later but what do you expect bob hoskins is good fun i am surprised by just how dark the story is funny how you have a different look on things when you are young what i found interesting was the theme music almost unreal by roxette what an awesome track arguably the best aspect of the film fun 7 10,positive
what should i have expected from a movie that says experience a lesson in real bad taste and expect the worst on the front cover starring an actor called k the butcher shitter and produced by the violent shitters this was the debut of loud mouthed german gore fiend andreas schnaaaaas a director that is renowned for releasing films that would get banned in most countries for their titles alone shot on a camcorder violent shit makes nail gun massacre look like spielberg helmed it in his spare time under a pseudonym seriously this is not a movie at all it is more like an exercise in restraint sitting through the whole eighty minutes is like being locked in a room with peewee herman and not killing him a task that if completed will prove a man s machismo so decidedly that he will be able to walk proud for the rest of his life if you have checked my review list you will see that i am a forgiving fellow i would have to be because i have seen some utter schlock in my life but this wipes the existence of the worst of them from my memory quite how it went on to spawn three sequels is amazing and how the crew behind the production was not imprisoned for some kind of breach of human rights was a further miracle still i have started my review so i may as well tell you what left me so bemused the credits roll over a child playing in some woodland with a ball he goes home and his mother threatens him saying you wait get in here the door closes and we hear a somewhat leisurely scream it looks as if the youngster killed his mum with a meat cleaver because he comes outside splashed in blood with the weapon in his hand two decades later the police or polizei are transferring the demented looking bogeyman to erm well we do not ever learn but thankfully an officer sums it up neatly for us now we have to work overtime to bring these retards back to their holes i could not have put it better myself i must comment on the security which was questionable to say the least i mean is that how they transfer homicidal maniacs in germany in an herby esque camper van without any bars on the windows or dead locks on the door hmmm anyway one of the coppers makes the fatal mistake of giving in to the call of nature and returns to find his buddies bloodily despatched surprisingly off screen i thought the killer we do not find out his name was giving one of them a love bite but i guess he was eating his neck after shouting stop you pig or i will shoot the final lawman meets his bloody end by a patently cardboard machete to the shoulder his demise was undoubtedly his own fault for leaving such a deadly blade inside the van with a nut job in the first place but hey i guess his rampage had to be kicked off somehow without going into the fact that this constabulary s methods for transferring psychopaths certainly needed a complete overhaul let us just say that the butcher ends up roaming the countryside and killing everyone that he bumps into on his journey the plot s is as non existent as anyone could expect it to be he legs it around some greenland with a blade in his hand and a scar on his cheek s offing anyone that bumps into him the first a woman driving along listening to ub40 s red red wine has schnaas been sued or did he buy the rites i very much doubt it breaks down then gets thrown on the floor and her breast cut off after some bizarre camera work involving the photographer spinning the camcorder in circles yes you will get a headache a guy gets his penis chopped in half all these are shot in unflinching close up with paint red blood spraying unconvincingly over the surroundings then an unfortunate vulgar speeched gardener gets cut in half with a hedge trimmer then his head is chopped in two the final excuse for gratuitous gore that i will tell you about although there is plenty more throughout the eighty minute runtime involves a woman getting split in half from the vagina upward then the killer we still did not learn his name disembowels her chucking her intestines liver and every other organ that schnaas could find a close replica for on the floor in front of the camera i am making this sound a whole lot better than it actually is but keep in mind that the acting is no less than ridiculous the music is played separately from the german subtitled in english dialogue what do you expect from a camcorder and the lighting stinks at one point things got all anti religious when the nut job sticks his head in i guess what is supposed to be jesus stomach we do not get an explanation on why there he is the son of god stuck on a crucifix out in the middle of the woods and the ending oh yes the ending what the hell there is loads of pointless padding like endless driving sequences showing cars heading down long boring roads that never amount to anything and there is some x rated dialogue that brings about a giggle i guess we can forgive some of the inconsistencies seeing how this was made tongue in cheek to be consumed in the same manor but to be honest a lot of the pointless exploitation was a little too sickening and not in a good way schnaas really should have started himself a career in special effects putting his clearly visible talents to use with more experienced filmmakers but instead he goes on to make movies like this that will only appeal to gore hounds that are truly forgiving what is left to say about violent shit is it violent yes very but do not forget it is also a steaming pile of you get the picture,positive
although i was a bit hesitant when first watching violent shit i soon found myself absorbed in the henious murders that karl begins comitting about halfway through the film the budget may have been very low and the acting even in german is a joke but the special effects take the cake with this sweet baby not only is there one of the nastiest decapitations in film history but we are also treated to the most gruesome visions of dismemberment splaying castration and torture ever put to film keep the film muted strip yourself of moviemaking standards and sit back violent shit is frighteningly gory fun,negative
werewolves on wheels was one of the first tapes i bought when i got a vcr did it satisfy well it is got violence and nudity sort of and i guess that is what the moviemakers intended and who am i to criticize do not watch this for intellectual stimulation do watch this for gratuitous nudity and pretentious biker type terroristic mannerisms also the intro music is not half bad in fact it is pretty good it deserves a better flick behind it,positive
werewolves on wheels is a cheapo early 70s independent movie that screams shot on a budget some maverick producers had the idea of riding the wave of not one but two 70s film trends the biker flick and the horror movie combining them into an unwieldy and unwelcome concoction to say the least of course with that title this film is irresistible but it is also rather dull horror fans hoping for werewolf action will be disappointed to learn that the werewolf scenes are limited to a couple of brief fights and murders with characters wearing what look like reject masks from an old lon chaney movie for much of the running time this is a straightforward biker flick padded out with some very bad acting and lots scenes of bikers riding down an empty highway in the blazing sunshine while music blares on the soundtrack there are no sympathetic or even interesting characters here the horror feels very lukewarm and lots of scenes are shot in the dark so you can not see what is going on seriously it is not very good,negative
you have not experienced cinematic boredom until you watch this incoherent mess you know you are in trouble early on when the voice over usually the saving grace of hopeless movie directors singularly fail to explain what is going on you the viewer is on your own here completely deserted by monster a go go the actors sit around a lot talk a lot whatever the monster does not really relate to anything else happening here but he does look frighteningly emaciated and wasted and very tall trouble is he does not get much screen time when the ending finally arrives a celebration is in order admire yourself enormously for sitting through this it is an achievement believe me the second worst movie ever manos hands of fate is even worse but not by much,negative
this one is the king of cheese i think mystery science theater 3000 did this one so i am probably the only one who has not seen it personally i can not stand commentary when i am watching a movie when you go to a movie you want to punch the guy who will not stop talking during it then some people pay money to have a guy and some robots talk and crack jokes all through a film makes no sense to me this film however has a radioactive monster running around the city freaking people out this one though takes the cake for all time so bad its good one scene has a man sitting at the desk waiting for a call they have to use a crew member to make the sound of a phone ringing with his mouth you really can not describe how bad this thing is but the opening tune is pretty cool,positive
first off messalina empress of rome is not the original title of this movie and neither is caligula the sins of rome these are both titles given to the original 1977 movie messalina messalina it was re titled for the video market in 1991 and 1994 the very cool thing about this movie is that it features almost all the sets and props used in the 1980 classic caligula caligula was actually shot in 1976 but because of various lawsuits was not released until february 1980 the co producer of caligula franco rossellini decided in early 1977 to use the sets and props left over from caligula and shoot a quickie he cast 2 actresses from caligula anneka di lorenzo and lori wagner for the new movie and then brought in a whole new crew to help out it is true this movie is not the best it is dubbed from the italian it is grainy but it is definatley a fun watch there are some very funny scenes some nice boobies and a bit of a story to keep things interesting you really get to see the caligula sets designed by danilo donati much better than in caligula and that in itself is worth the price of admission for more info check out the official caligula fan site listed on this page cheers,positive
italian comedies from the 1970s can best be compared as a hotchpotch of the carry on films and slapstick ala naked gun fast talking grimacing physical comedy basically it is the old man steps on a rake joke over and over again messalina messalina is not exception from the norm with the exception that the film contains more nudity lots and lots of nudity and the film being all about the empress messalina cheating on her husband emperor claudius the successor of emperor caligula so do not be fooled by the alternative title caligula 2 some of the sex scenes depending on the copy you own trespassing from soft to hardcore among the most popular spaghetti comedies were those featuring bud spencer and terence hill the italian version of laurel and hardy if you so want there is no spencer and no hill in this film both presumably having fought tooth and nail against appearing in a film like messalina messalina instead we get thomas milan and bombolo both go through the routine but it is never more than that routine in addition to the gratious nudity the film features a battle scene which has enough gore and limb hacking to rival the violence of gladiator interesting trivia much of the set and costumes not to mention some of the actors like lori wagner and anneka di lorenzo have been borrowed from the set of bob guccione s caligula so for fans of this notorious epic the film remains worthwhile curiosity with an eerie sense of deja vu in essence the film has very few qualities worth mentioning unless of course you are a fan of flat italian comedy or came here for the nekkid girls 3 10,negative
this movie is not all that bad if you compare it to santa claus conquers the martians it has to be the most colourful movie to be shown on mst3k the director wanted to make a fantasy movie and that is what he did but it is still a bad movie a lot of the movies on the bottom 100 were just made for the money but this one was not this film actually a very expensive to make seeing how it was made in colour so how can a movie that is not that bad end up on lists of worst films ever it still feels like a normal run of the mill christmas movie despite all it is bizarre moments the strangest thing about this film is the inclusion of the devil and the fact that he wants to kill santa and ruin christmas its very much like the grinch in that regard again if you think about it it is not that bad of a movie,positive
this film is awful give me the dentist anytime can you believe that one of the main tv stations here in arabia had this as their christmas film i can only assume they expected to entertain the crowds with dudley moore rather than this the last time i looked at my hot water bottle it had more acting better plot more drama and a lot more interest than this waste of celluloid do not even watch it if you are drunk,positive
i really enjoy this silly little holiday flick a bunch of serious martian adults are afraid that their serious martian children are too serious so they go to a serious martian senior citizen the old guy tells them that the children need to be taught how to laugh and then he explodes for no reason the only logical thing left to do of course is go to earth and kidnap santa claus who we meet as he is being interviewed by the rip taylor like andy anderson i liked how in the movie s universe santa is unquestionably real and everyone knows about him he really does deliver toys to everyone toys made by a dozen elves who all look like they are suffering from mini seasonal depression one toy shown is a toy rocket that runs on real rocket fuel santa proudly explains i would ask where do little kids get rocket fuel the details of santa s amazingly speedy mass distribution methods are not brought up but it is probably black magic related the martians nab kris kringle and two little earth children who seem to live alone in the woods with no parents or family but are clean and well fed the martian leader forces santa and the children to run their soulless toy machine soulless toy machine would be a good name for a band despite the numerous violations of human rights it is all in good fun and everybody is nice and happy except for one mean martian with a disturbing droopy mustache and a sidekick that looks like jamie farr who plots to kidnap santa even though he is already been kidnapped santa encourages the kids even the martian kids who have now learned to have fun to hurl lots of heavy mid sixties toys at the bad guy s skulls through this display of parental negligence and bad music the evil is thwarted and santa is permitted to go back to earth letting the mewling half wit comic relief martian named droppo take over the reigns of the martian toy empire the martians are out of shape guys in tights and helmets with antenna sprouting out of them and what looks like diarrhea smeared across their faces imagine a guy dressed like that mugging worse than the teacher guy in juan piquor simon s monster island and that is droppo how can you hate this movie if i were a little kid in 1964 i would be enthralled they packed this movie with nutty stuff elves get shot with freeze rays mrs claus is a frantic goofball the martian children sleep under strange lights and eat only pills the bad guy s hideout looks like that one king crimson album cover i loved the part where the villain tries to shoot santa and the kids out of an airlock and the part where the bad guys meddle with the toy machine and the toys come out all mixed up there is a guy in a goofy robot costume and a guy in an even goofier polar bear costume and that deliciously idiotic theme song you spell it s a n t a c l a you s hooray for santy claus oh it is so good i sincerely feel the people making this had the best intentions and while they did not have a huge budget they made a fun silly kids movie if it was the same exact movie but done in rudolf style stop motion animation it would be a regular holiday viewing tradition oh yeah and pia zadora is in this as if anyone cares,positive
the title pretty mush somes up what kind of movie we have here that is cheesy dumb and wrong on so many levels in other words the perfect film for mst3k i do not really need to how bad it is but there is only one msytery that eludes me who the hell thought that this might a good enough idea to put money to fund a film like this i can only think of two reasons 1 since it is a holiday film they thought they could get away with it 2 it was made in canada still i love the mst version and can not think of a better film that could serve as their chrismas special also i never noticed prior to watching this that santa is smoking an icon for children everywhere is smoking out of a pipe hilarious,positive
i saw the premiere of this film in edinburgh at the odeon the theatre was packed and having really enjoyed the first movie like i guess most of the audience we were all really excited to be seeing the sequel you can imagine our dissapointment lots of people including us left 20 mins before the end quite a few patrons were quite angry at how ineptly bad it was having recently seen it again on cable it is still utterly woeful i would rather go and clean the toilet than sit thru it again on second thoughts i would rather come and clean your toilet and i do not like clieaning toilets and do not know you get the idea,negative
i have heard alot of bad things about this but being a fan of the highlander film and tv series i had to check this out that was a mistake this movie has almost nothing to do with the first movie and even by itself sits on laughable premises the writing is terrible the characters are one dimensional at best the effects look like they were done out of someone is garage hey let us summon back dead characters for no apparent reason hey let us pretend everyone is from another planet you know what let us through in a conspiracy for the hell of it this movie seems like it did not leave the script writing process until they finished shooting and then they skipped editing i shudder to think the horrors i would have witnessed had i not been watching the directors cut,negative
this movie should have been a project redlight john travolta is out of his head and hopelessly devoted to l ron hubbard that he was able to con 10 other people into investing 80 million towards the making of this movie is the only real impressive angle i can work for this review perhaps travolta wanted to work with tarrantino again and thought the only way that that could happen is if his own career fell into the tank or perhaps he felt it was his duty to make the film in order to get a better seat in dianetics heaven let us hope that tom cruise can learn from barbarino s mistake i do not think it will matter too much to point out everything that is bad about this film but the acting the dialog the special effects the plausibility of the cave people s quick learning development and of course the hair extensions will just have to suffice i would have given the movie a 1 out 10 rating but i did laugh at the movie quite a few times and that should be worth something i think the version i watched was on the usa network and it was modified for teevee so i may have missed some key plot elements that were cut from the original vision of its director but then again i may have seen some really good levitra adds in its place the end credits whizzed by so quickly that it would appear that no one really wanted to have anything to do with this movie except travolta in preparing a judgment of worth i proclaim this lame movie to be worst do not forget that i told ya to blame john travolta and l ron for battlefield earth oh if it were only a musical 2 10 clark richards,negative
not because travolta is in dreds not because of the alleged scientology subliminal messages but because it is one of the worst movies ever made i do not use that term lightly i consider myself a lover of bad movies movies that can be enjoyed for their lack of success battlefield earth goes well beyond that into the realm of slow torturous pain i saw this movie because i expected it to be bad and even i was shocked at how bad it was just plain bad in nearly every respect i suppose i should note that the ear bleeding sound effects sounded pretty realistic and they were loud so the guy who did the sound should not be ashamed everyone else that worked on this movie bow your heads director roger christian has put together one of the worst movies sci fi or otherwise that i have seen loaded with uninteresting characters a dumb plot ridiculous gaping holes in logic terrible direction only so so special effects and a huge length for a movie this bad over two hours battlefield earth is already being compared to plan 9 from outer space in my book it is a fair comparison take the direction sure ed wood had no clue what he was doing but at least he pointed the camera directly at the actors when they talked christian decides he is going to be original and tilt the camera at least 45 degrees everytime someone says anything the whole movie i was tilting my head side to side trying to keep up the effects well plan 9 had pie tins in strings battlefield earth has a couple of nifty cgi effects but the final length battle sequence is filmed in a very dark blue setting rendering it impossible to see who is shooting who at any given moment of course even if i had known it would not have made much of a difference because i really did not care about any of the characters one way or another gaping continuity well plan 9 had scenes in cars that began in the day then turned to night when people got out of the cars in battlefield earth the psychlos can discover gold veins in difficult to reach mountains but somehow totally miss out on fort knox still completely stocked with gold 1 000 years in the future cavemen learn not only to speak and work together but operate harrier jets within a week how did they learn you ask well on a harrier jet flight simulator of course somehow still working on electricity 1 000 years in the future more the cavemen communicate with walkie talkies in the final battle how do they still work they found fresh batteries next duracels i see they better say best if used before 3005 is battlefield earth worse than plan 9 i would have to say yes plan 9 is so cheesy and goofy you have to laugh just fun to watch after about an hour of earth i wanted to hurt someone after two hours and it was still going i wanted to hurt myself avoid even for lovers of dumb movies,negative
all i can think about this horrid piece of crap is oh jesus christ the idea of this movie is a good idea the execution of this film was the worst some say well it is an inside hollywood joke no it is not kid notorious on comedy central is an inside hollywood joke joe ester whosits is an inside hollywood joke that continues to get a paycheck but there is not anything actually wrong with that as we can all see there are many inside hollywood jokes that are getting paychecks while talent is still knocking at the door as i have written the idea of this film was a savvy one it just does not transfer or makes sense in this film we all know who alan smithee is and its kind of funny to see a real alan smithee want to take his make off of a film funny for about 15 seconds then we have a whole nother hour or so of this movie to go of nothing but pure hell masquerading as a hollywood inside joke the guy who writes on bazooka joe bubble gum wrappers would have done this film better much better oscar caliber better okay i went a bit too far on the last better comparison or did i,positive
burn hollywood burn is a terrible movie in every sense of the word and its only redeeming quality is because of an accident that occurred after filming concluded on concept this high brow yet simple movie of mockery is a thing of genius i mean make a movie about a guy named alen smithee whom is losing control of a big budget movie however he can not disavow the movie because he is the fake name he is alen smithee now that is funny but maybe only if you know movie history perhaps it is to high brow because nobody went to see this film or perhaps it is to english ie eric idle as the leading role or perhaps it is just plan terrible the movie basically rather than poking fun at hollywood and the stream of never ending big budget special effect extravaganzas which eric idle s character is making 1 of pokes fun at itself instead it jokes about the movie being made is worse than showgirls bhb is from the writer of showgirls but in reality the movie bhb itself is worse than showgirls the actors just do not have any fun and are not very good they are stuck in the middle of hamming it up and actually acting this is probably because the fake movie is supposed to be bad but instead that badness overflows into the real movie jackie chan sly stallone and whoppie goldberg cameo as overpaid and past their prime actors demanding huge wages and silly concessions and while some aspects are true they do not all apply to the actors jackie chan wanting like red m ms taken out or something anyway the movie turned out to be directed by alan smithee which is almost a saving grace but it had to be the writers cut which survived to get that moniker and not the directors cut the incident occurring after filming wrapped perhaps doing as such was a lame attempt to save a lame movie but this movie about making a bad movie turned out to be just that aka a bad movie,negative
this cinematic masterpiece follows the life of an alien attempting to fit in with his human surroundings the story is told through the aliens perspective and because his species perceives time and events differently than ours some of the events may seem confusing to the viewer at first however once the viewer understands that johnny is simply not from our world you can truly understand the turmoil he s in truly a tribute to modern artistry,positive
